student_reg_no,course_code,created_at,updated_at,is_reguler
THAWSCE629,DPCEMI2S117,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,True
THAWSCE629,DPCEMI2S633,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,True
THAWSCE630,DPCEMI1S581,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,True
THAWSCE630,DPCE104,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,True
THAWSCE630,DPCEMJS377,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,True
THAWSCE631,DPCEMI2S719,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,True
THAWSCE631,DPCEMI2S866,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,True
THAWSCE631,DPCE104,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,True
THAWSCE631,DPCEMI1S201,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,False
THAWSCE631,DPBT203,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,True
THAWSCE632,DPCEMI1S870,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,True
THAWSCE632,DPCEMI2S117,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,True
THAWSCE632,DPCEMI1S717,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,True
THAWSCE632,DPCEMI2S719,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,True
THAWSCE633,DPCECOS665,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,True
THAWSCE633,DPCEMI2S866,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,False
THAWSCE633,DPCEMI1S201,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,True
THAWSCE633,DPCE104,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,True
THAWSCE634,DPCECOS451,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,True
THAWSCE634,DPCE101,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,False
THAWSCE634,DPCEMI2S531,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,True
THAWSCE634,DPCEMJS847,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,True
THAWSCE634,DPMS702,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,True
THAWSCE635,DPCEMI1S581,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,True
THAWSCE635,DPCEMI2S866,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,True
THAWSCE635,DPCEMI2S117,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,True
THAWSCE635,DPECMI1S265,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,True
THAWSCE636,DPCE104,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,False
THAWSCE636,DPCEMJS153,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,True
THAWSCE636,DPCECOS105,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,True
THAWSCE637,DPCECOS105,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,True
THAWSCE637,DPCEMI2S866,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,True
THAWSCE637,DPCEMJS425,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,True
THAWSCE637,DPCECOS766,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,False
THAWSCE638,DPCECOS891,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,True
THAWSCE638,DPCEMJS153,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,False
THAWSCE638,DPCEMI1S171,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,True
THAWSCE639,DPCECOS665,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,False
THAWSCE639,DPCEMI1S362,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,True
THAWSCE639,DPCEMI1S642,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,False
THAWSCE640,DPCEMI2S372,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,True
THAWSCE640,DPCEMI2S719,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,False
THAWSCE640,DPCEMI2S117,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,True
THAWSCE640,DPCEMI2S633,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,True
THAWSEE601,DPEEMI1S362,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,True
THAWSEE601,DPEEMJS480,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,True
THAWSEE601,DPEEMI2S591,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,True
THAWSEE601,DPEEMJS337,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,True
THAWSEE601,DPITMI1S877,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,True
THAWSEE602,DPEECOS666,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,True
THAWSEE602,DPEEMI2S883,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,True
THAWSEE602,DPEEMI1S800,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,True
THAWSEE602,DPEEMI2S701,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,False
THAWSEE603,DPEECOS713,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,False
THAWSEE603,DPEEMJS244,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,False
THAWSEE603,DPEEMI1S491,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,True
THAWSEE603,DPEEMI1S728,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,True
THAWSEE604,DPEECOS123,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,False
THAWSEE604,DPEEMI1S610,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,True
THAWSEE604,DPEEMI2S883,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,True
THAWSEE604,DPEEMJS480,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,True
THAWSEE605,DPEEMI1S228,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,False
THAWSEE605,DPEEMJS337,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,False
THAWSEE605,DPEEMI2S294,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,True
THAWSEE606,DPEEMI1S800,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,True
THAWSEE606,DPEEMJS480,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,False
THAWSEE606,DPEEMI2S623,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,True
THAWSEE607,DPEE102,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,True
THAWSEE607,DPEEMI2S480,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,False
THAWSEE607,DPEEMJS508,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,False
THAWSEE607,DPEEMJS480,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,True
THAWSEE608,DPEEMI1S185,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,False
THAWSEE608,DPEEMI2S623,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,True
THAWSEE608,DPEE104,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,True
THAWSEE608,DPEE103,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,False
THAWSEE609,DPEECOS123,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,True
THAWSEE609,DPEECOS846,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,True
THAWSEE609,DPEEMI2S123,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,True
THAWSEE609,DPEEMI1S228,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,True
THAWSEE610,DPEEMI2S310,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,True
THAWSEE610,DPEEMJS508,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,True
THAWSEE610,DPEE102,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,True
THAWSEE610,DPEEMI2S591,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,True
THAWSEE611,DPEEMI1S527,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,True
THAWSEE611,DPEECOS713,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,True
THAWSEE611,DPEECOS408,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,True
THAWSEE612,DPEEMI1S527,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,True
THAWSEE612,DPEE102,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,True
THAWSEE612,DPEEMI1S800,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,True
THAWSEE613,DPEEMI1S800,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,True
THAWSEE613,DPEEMI2S310,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,True
THAWSEE613,DPEECOS846,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,True
THAWSEE613,DPMTCOS790,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,True
THAWSEE614,DPEECOS123,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,False
THAWSEE614,DPEEMI2S591,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,False
THAWSEE614,DPEEMI1S527,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,False
THAWSEE614,DPEEMI1S491,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,True
THAWSEE614,DPCH403,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,True
THAWSEE615,DPEEMI2S294,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,True
THAWSEE615,DPEECOS666,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,False
THAWSEE615,DPEECOS269,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,True
THAWSEE615,DPEEMI2S623,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,True
THAWSEE616,DPEEMI2S701,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,True
THAWSEE616,DPEEMI1S491,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,True
THAWSEE616,DPEEMI2S883,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,False
THAWSEE616,DPEEMI1S362,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,True
THAWSEE617,DPEEMI1S491,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,True
THAWSEE617,DPEEMI1S362,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,False
THAWSEE617,DPEEMI2S883,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,True
THAWSEE618,DPEECOS588,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,True
THAWSEE618,DPEEMI2S480,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,False
THAWSEE618,DPEEMI2S701,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,True
THAWSEE619,DPEEMJS141,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,False
THAWSEE619,DPEEMJS244,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,True
THAWSEE619,DPEECOS408,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,True
THAWSEE620,DPEEMI2S701,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,True
THAWSEE620,DPEEMI2S294,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,True
THAWSEE620,DPEE104,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,True
THAWSEE621,DPEECOS666,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,True
THAWSEE621,DPEE103,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,True
THAWSEE621,DPEECOS123,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,True
THAWSEE621,DPEEMI2S883,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,True
THAWSEE622,DPEECOS846,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,True
THAWSEE622,DPEEMI2S123,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,True
THAWSEE622,DPEEMI1S491,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,True
THAWSEE622,DPEEMI1S800,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,False
THAWSEE623,DPEECOS588,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,True
THAWSEE623,DPEE101,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,True
THAWSEE623,DPEEMI1S185,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,False
THAWSEE623,DPAECOS748,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,True
THAWSEE624,DPEEMI1S800,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,True
THAWSEE624,DPEECOS408,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,True
THAWSEE624,DPEEMI2S883,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,False
THAWSEE624,DPEEMI1S491,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,False
THAWSEE625,DPEEMI2S480,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,False
THAWSEE625,DPEECOS123,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,True
THAWSEE625,DPEECOS269,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,True
THAWSEE626,DPEEMI1S527,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,True
THAWSEE626,DPEE101,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,True
THAWSEE626,DPEEMI1S610,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,True
THAWSEE626,DPEEMI2S480,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,True
THAWSEE626,DPIT202,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,True
THAWSEE627,DPEEMI2S310,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,True
THAWSEE627,DPEEMI2S883,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,True
THAWSEE627,DPEEMI1S185,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,True
THAWSEE628,DPEEMI2S310,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,True
THAWSEE628,DPEEMI1S491,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,True
THAWSEE628,DPEEMJS508,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,True
THAWSEE629,DPEEMI2S480,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,True
THAWSEE629,DPEEMI1S728,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,True
THAWSEE629,DPEECOS330,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,True
THAWSEE630,DPEEMI1S728,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,True
THAWSEE630,DPEECOS588,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,True
THAWSEE630,DPEECOS846,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,False
THAWSEE630,DPEE101,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,True
THAWSEE631,DPEEMI2S701,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,True
THAWSEE631,DPEEMJS337,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,False
THAWSEE631,DPEEMI1S185,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,True
THAWSEE632,DPEECOS713,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,True
THAWSEE632,DPEECOS330,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,True
THAWSEE632,DPEECOS666,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,False
THAWSEE632,DPEE104,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,False
THAWSEE632,DPNT703,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,True
THAWSEE633,DPEEMJS480,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,True
THAWSEE633,DPEEMI1S185,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,True
THAWSEE633,DPEEMJS141,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,True
THAWSEE634,DPEEMI2S310,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,False
THAWSEE634,DPEE104,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,True
THAWSEE634,DPEEMI1S491,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,True
THAWSEE634,DPEEMI1S527,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,True
THAWSEE635,DPEEMJS141,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,True
THAWSEE635,DPEEMI2S123,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,True
THAWSEE635,DPEEMI1S228,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,True
THAWSEE635,DPMT101,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,True
THAWSEE636,DPEEMI2S294,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,True
THAWSEE636,DPEECOS713,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,False
THAWSEE636,DPEECOS408,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,False
THAWSEE636,DPMS501,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,True
THAWSEE637,DPEECOS846,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,True
THAWSEE637,DPEEMJS244,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,False
THAWSEE637,DPEEMJS508,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,True
THAWSEE638,DPEEMI2S883,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,True
THAWSEE638,DPEEMI1S728,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,True
THAWSEE638,DPEEMI1S610,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,True
THAWSEE638,DPEECOS588,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,True
THAWSEE639,DPEEMJS337,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,False
THAWSEE639,DPEEMJS508,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,True
THAWSEE639,DPEEMI2S310,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,True
THAWSEE640,DPEEMI2S623,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,True
THAWSEE640,DPEEMJS480,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,True
THAWSEE640,DPEEMI2S294,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,True
THAWSBT601,DPBT501,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,True
THAWSBT601,DPBT101,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,True
THAWSBT601,DPBT102,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,True
THAWSBT601,DPBTMI2S120,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,False
THAWSBT602,DPBT203,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,True
THAWSBT602,DPBT402,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,True
THAWSBT602,DPBT503,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,True
THAWSBT602,DPBTMI1S415,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,True
THAWSBT603,DPBTCOS880,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,False
THAWSBT603,DPBT603,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,True
THAWSBT603,DPBTMI1S350,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,True
THAWSBT603,DPBT403,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,True
THAWSBT604,DPBTMI1S653,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,False
THAWSBT604,DPBTMI1S415,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,False
THAWSBT604,DPBTCOS237,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,True
THAWSBT605,DPBTCOS793,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,False
THAWSBT605,DPBT801,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,True
THAWSBT605,DPBTMI2S635,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,True
THAWSBT606,DPBT602,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,True
THAWSBT606,DPBT502,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,True
THAWSBT606,DPBTCOS237,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,True
THAWSBT607,DPBT701,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,True
THAWSBT607,DPBT303,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,True
THAWSBT607,DPBT502,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,True
THAWSBT607,DPBT202,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,True
THAWSBT608,DPBT302,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,True
THAWSBT608,DPBTMI1S120,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,True
THAWSBT608,DPBTCOS523,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,True
THAWSBT609,DPBT402,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,True
THAWSBT609,DPBTMI1S653,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,True
THAWSBT609,DPBT202,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,True
THAWSBT609,DPBTMI2S204,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,True
THAWSBT610,DPBTMI1S813,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,False
THAWSBT610,DPBT701,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,False
THAWSBT610,DPBT403,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,True
THAWSBT611,DPBT702,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,True
THAWSBT611,DPBT102,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,True
THAWSBT611,DPBT803,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,True
THAWSBT611,DPBT703,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,True
THAWSBT612,DPBT203,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,True
THAWSBT612,DPBT503,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,True
THAWSBT612,DPBT103,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,True
THAWSBT613,DPBTCOS793,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,True
THAWSBT613,DPBTMI2S566,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,True
THAWSBT613,DPBTMI1S120,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,True
THAWSBT613,DPBT803,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,True
THAWSBT613,DPEEMI1S728,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,True
THAWSBT614,DPBT701,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,True
THAWSBT614,DPBTMI1S120,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,True
THAWSBT614,DPBTMI1S813,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,True
THAWSBT614,DPBM401,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,True
THAWSBT615,DPBT701,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,True
THAWSBT615,DPBTMI1S120,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,True
THAWSBT615,DPBTMI2S635,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,True
THAWSBT615,DPENMI1S168,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,True
THAWSBT616,DPBTMI1S813,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,True
THAWSBT616,DPBTMI1S653,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,True
THAWSBT616,DPBT401,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,True
THAWSBT616,DPMECOS473,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,True
THAWSBT617,DPBT802,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,True
THAWSBT617,DPBTMI2S635,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,True
THAWSBT617,DPBT602,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,False
THAWSBT617,DPBT403,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,True
THAWSBT618,DPBT702,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,False
